income,grades,district,url,headline
-2.0974623557528016,4.270492057518106,metro,https://metro.co.uk/2020/03/30/40-people-dont-even-know-got-coronavirus-12478835/,up to 40% of people don’t even know they’ve got coronavirus
-4.891023138661397,-0.19885046842272738,mirror,https://www.mirror.co.uk/news/politics/people-flouting-coronavirus-lockdown-face-21760346,people flouting coronavirus lockdown face arrest and £960 fines under new powers
-5.547558341875949,-3.055356667138481,mirror,https://www.mirror.co.uk/news/world-news/reckless-world-leader-says-vodka-21778179,'reckless' world leader says vodka and saunas will protect people from coronavirus
5.789555474857406,-0.8750189746071626,theguardian,https://www.theguardian.com/world/2020/mar/26/what-happens-to-peoples-lungs-when-they-get-coronavirus,what happens to people's lungs when they get coronavirus?
5.777861312505487,-0.8810744330974258,theguardian,https://www.theguardian.com/world/2020/mar/28/what-happens-to-peoples-lungs-when-they-get-coronavirus,what happens to people's lungs when they get coronavirus?
5.756831048467174,-0.9409781438608232,theguardian,https://www.theguardian.com/world/2020/apr/03/coronavirus-what-happens-to-peoples-lungs-acute-respiratory-when-they-get-covid-19,what happens to people's lungs when they get coronavirus?
5.7769617288114485,-0.8957886144068808,theguardian,https://www.theguardian.com/world/2020/apr/01/what-happens-to-peoples-lungs-when-they-get-coronavirus-acute-respiratory-covid-19,what happens to people's lungs when they get coronavirus?
-0.488290972291105,5.124350219297758,metro,https://metro.co.uk/2020/04/04/coronavirus-are-you-immune-to-it-once-youve-had-it-12507387/,coronavirus: are you immune to it once you’ve had it?
-5.5781575981991764,-2.6161565613601825,metro,https://metro.co.uk/2020/04/01/nhs-says-1700000-people-coronavirus-past-15-days-12492463/,"more than 1,700,000 say they’ve had coronavirus in the last two weeks"
-4.498717157861095,0.06838158607781789,sun,https://www.thesun.co.uk/news/11253666/sleep-front-think-coronavirus/,why you should sleep on your front if you think you’ve got coronavirus
1,1,"Coronavirus, ’Ve, Lungs, ""Peoples"", People"
